lr,batch_size,seq_len,epoch,val_rmse,val_mae,val_mape,train_rmse,train_mae,train_mape
0.01,16,3,251,2.5263028851664235,1.9394893985739277,0.03655451026431323,2.2899966888189893,1.6296627595396498,0.03051704232115967
0.01,32,3,301,2.4506863443100753,1.9630744998010494,0.03732628422239782,2.1127795991014233,1.5070644609423536,0.028320840748929627
0.01,64,3,351,2.2994490022138456,1.7688751486599943,0.03353934023948684,2.2576104259429908,1.6002378052256847,0.029907075374390468
0.01,16,6,51,2.8244619903431794,1.9144951423613992,0.03569530268992862,2.6668235446042607,1.9648955381427182,0.03635833413296034
0.01,32,6,1,2.8332061835937576,1.9727194686787854,0.03700752442128034,2.6347181174357917,1.920274704754552,0.03571550096365106
0.01,64,6,51,2.7937952561055734,1.9390868674589528,0.03644969084671768,2.585184450603257,1.865630500038614,0.03480401129298803
0.01,16,9,51,2.8728603806829702,2.075388232326783,0.039272945230609174,2.5620034598270025,1.8468948527061326,0.03474440585235843
0.01,32,9,51,2.802345337960485,1.9672958750309206,0.03714675736756235,2.5541660124178023,1.8631546397000673,0.03489068697390487
0.01,64,9,151,2.8552386690708635,2.034270288444032,0.038338726985402194,2.2915035635112098,1.703460119554383,0.0320138002773795
0.01,16,12,51,2.728742326467577,1.9293267182231737,0.03618794335975651,2.3441483744502833,1.7022212940432713,0.0317786895951348
0.01,32,12,51,2.784890904145605,1.9640842008496875,0.037032239918876476,2.5322898383590693,1.8095555889709605,0.03393511203504546
0.01,64,12,101,2.7705546768353173,2.0871675419962608,0.03913778787504929,2.5245846808339283,1.8810513536091686,0.035252100526691546
0.01,16,15,51,2.797792166883638,1.951286493122651,0.03666191311877431,2.486565033517324,1.822618512294105,0.033949998491146785
0.01,32,15,1,2.8945336245015874,2.111931563184991,0.040015228016821315,2.5717153373770416,1.870201311541329,0.035077499452705135
0.01,64,15,51,2.8061947068018425,1.9810062380593563,0.03736223932986078,2.5571659036210863,1.850802748740334,0.034533371431585295
0.01,16,18,1,2.8353783284465757,1.9345410416549635,0.036103711193834924,2.6786448889202292,1.9643319739406282,0.036284699069942306
0.01,32,18,201,2.7728729487392916,1.9798248585944895,0.03732299915970905,2.2238390852952445,1.673356846807472,0.03151510532068014
0.01,64,18,301,2.7409245328581506,2.066887462973645,0.03912449457069643,2.4172589559034554,1.7766563130149058,0.033414941353486556
0.01,16,21,51,2.8047965188567345,2.012664197463141,0.038036268891779426,2.511475710371622,1.8167282136199538,0.03403420405553941
0.01,32,21,51,2.8296875465074796,2.0058937697037678,0.03784491574331094,2.5155025381986484,1.813779907821294,0.033909563540285195
0.01,64,21,101,2.763417701516187,1.9616520849283205,0.036835483063662,2.4431046636586786,1.78413863430509,0.033291246188880456
0.01,16,24,51,2.780012844217065,1.8716777661282078,0.034963577451341925,2.6055967898121675,1.888032360945616,0.034970309702858984
0.01,32,24,51,2.76497154403577,1.888905575515889,0.0354338962805616,2.591633312712556,1.9031423640263596,0.035309898655651734
0.01,64,24,51,2.7413583653192104,1.874987824599576,0.035011351812776696,2.63017151256282,1.9430611390908608,0.035945008067455764
0.001,16,3,601,2.74434248410581,2.037477011488741,0.03853211076175433,2.3439572373459794,1.6792964478332049,0.03161638488904182
0.001,32,3,751,2.737964964686049,2.0140581078603863,0.037953530341700584,2.3870331702423853,1.7207521377964885,0.032288285431559254
0.001,64,3,1151,2.704190064410405,1.9703192595347168,0.03705962598942925,2.406741012662123,1.734473627290261,0.032502073553425936
0.001,16,6,101,2.808730609757737,1.9761145579547574,0.03716602143051179,2.5555904754769236,1.833386461608864,0.034309820925774566
0.001,32,6,151,2.8217326899544224,2.015125193216508,0.037987026422082196,2.556793256908945,1.8311384179992884,0.034332308514310406
0.001,64,6,651,2.7792305748313866,1.9511895891801878,0.03660495983281972,2.5103796027344076,1.8508218477522012,0.034528271268286066
0.001,16,9,151,2.818715183265931,1.990576397765126,0.03742630877189086,2.5537603609521646,1.8450459396561762,0.03461627616810289
0.001,32,9,301,2.792419790292165,1.9758203335044342,0.03711494975454754,2.5203992431749818,1.8521503043685705,0.034679281567977595
0.001,64,9,201,2.7903037979494543,1.8820731797517072,0.03517935977825899,2.6202566908925458,1.898062064106068,0.03529176064628338
0.001,16,12,151,2.701566104118512,1.973413120164499,0.037055599542675975,2.5011542504509485,1.8360623693001368,0.03435323381443135
0.001,32,12,251,2.7283165496203154,2.0201588949976257,0.03791211839400382,2.4896657384020076,1.8216622244085223,0.034103811290162905
0.001,64,12,401,2.7366371066815853,2.02130161394843,0.03809339580923553,2.4899942526038807,1.822621163669856,0.03426217380871813
0.001,16,15,151,2.7486443786031476,1.9844977047282286,0.037348389210933954,2.482995695366143,1.8203732879907526,0.034011759884153864
0.001,32,15,351,2.714016567450579,1.976015294182879,0.03704944397396631,2.426090518343221,1.7474372544239822,0.03265414450401374
0.001,64,15,851,2.700710237917956,1.95478865777376,0.036536029204063514,2.0505270087226495,1.5183476557581923,0.028395988271074507
0.001,16,18,251,2.669406859332598,1.858125462066137,0.03473921527534406,2.3116370803688753,1.645963348223285,0.030847171990660636
0.001,32,18,551,2.691383546628619,1.8394347802026374,0.034397728883642745,2.4346023342450334,1.7375081542464739,0.03243830667074131
0.001,64,18,1101,2.6440602633161556,1.7464949829873198,0.03226779057278408,2.023701570045865,1.5208227084767456,0.028459156232110983
0.001,16,21,201,2.7242284052016283,1.9786605536773678,0.037200301291036415,2.4505042539584623,1.7146947484171073,0.03216572523263253
0.001,32,21,251,2.7241201459661197,1.9364633724906428,0.036367301886869395,2.516141363441515,1.8096472082638169,0.03375914544139967
0.001,64,21,551,2.7531971597743023,2.052532885664838,0.03872832855659501,2.4375916618362683,1.7022182468051348,0.03200189963351489
0.001,16,24,251,2.692445772155653,1.8558696252132425,0.034752300675490955,2.4502473480291513,1.7969825389559013,0.03335601206944849
0.001,32,24,301,2.7398348418566827,2.010421332555034,0.037828066598057396,2.4874908317449416,1.7942658876946316,0.03357801381037285
0.001,64,24,551,2.7404213346021966,2.013671683107347,0.037822270821756196,2.413685813428725,1.7522777364313893,0.032768917613753654
0.0001,16,3,1451,2.815873282175128,1.9465187001103046,0.036511875012515745,2.5507017915792796,1.850469140640812,0.034512025926833625
0.0001,32,3,1451,2.834555022221837,1.9947870961367686,0.037504774898437815,2.540393658955194,1.8214257257439515,0.034097404062143184
0.0001,64,3,1301,2.8630426484484968,2.023165450086637,0.038019187902708584,2.5465817010780545,1.8210866428411594,0.03409237461321731
0.0001,16,6,701,2.835133191644976,2.006958094031837,0.037717469236048,2.5546649195468882,1.8330068235930352,0.03431265447028744
0.0001,32,6,701,2.8339953040965824,1.9936026487485825,0.037446258854470546,2.559301162644801,1.8363392099455715,0.03434289812445984
0.0001,64,6,951,2.826182048059484,1.9688151616122207,0.03695100947741612,2.5691249349451164,1.8436976738844097,0.034427073684761535
0.0001,16,9,851,2.782437674684174,1.9005852748606884,0.03561406159884612,2.570414013826511,1.8484668765302705,0.03453429626712176
0.0001,32,9,1499,2.789939387991533,1.9198106370994097,0.03599091998997622,2.561183985136941,1.8459590598311464,0.034530470766216126
0.0001,64,9,1351,2.80902130210395,1.944674275505753,0.03651946178319301,2.5791729240054435,1.8495679791407198,0.034579598890634354
0.0001,16,12,851,2.7806133194156164,1.9849948740191192,0.0374963206732755,2.5595367140781327,1.8388548503323836,0.03453619629425385
0.0001,32,12,1401,2.7361717102541947,1.916260626531977,0.036097018960702616,2.5577064235358917,1.8423414232865607,0.03448485352527237
0.0001,64,12,1401,2.809201956654902,1.9577113556083674,0.03678779540163915,2.5902539594495426,1.8553747002023495,0.03470901097198082
0.0001,16,15,1301,2.771799875247519,2.1313332976858175,0.04007963720591707,2.3975475255991334,1.7892010470753477,0.03351137992186889
0.0001,32,15,1401,2.7928324501549597,1.93732330798914,0.03638777009269982,2.54887326270032,1.8509057905202422,0.03446420315329356
0.0001,64,15,1401,2.812963433903945,1.9504889505925187,0.036637465176559976,2.552900751713403,1.8438958931189307,0.034361650378643124
0.0001,16,18,1351,2.673123096034755,2.0133558769402433,0.03787525796990153,2.343829210866024,1.7289688534143177,0.032428678209183597
0.0001,32,18,1201,2.794476105876145,1.8960586985812797,0.03542027668725679,2.5776629912478817,1.8685116844874992,0.03465979746866319
0.0001,64,18,1201,2.809625562869303,1.9116708466698467,0.03572583194251811,2.5753980118487663,1.8609707936726356,0.03453929424859657
0.0001,16,21,1301,2.7058147650195243,1.9827397652533012,0.03728220113520711,2.458714213060844,1.7726986543546044,0.03320334795194002
0.0001,32,21,1201,2.8085807031076846,1.966348541425911,0.036972440260383356,2.541708569839664,1.8247360879358636,0.03406442617783103
0.0001,64,21,1201,2.832215547308806,2.01254470273224,0.03789119261319619,2.539460654734204,1.8157798049157268,0.033958046813343044
0.0001,16,24,1251,2.7346122095237324,1.9745219402049743,0.037132226655711816,2.483497497681205,1.796476380151104,0.0335976105632064
0.0001,32,24,1151,2.8167575132585427,1.9939371450018102,0.037538074738368496,2.5531094757464166,1.8319938432445204,0.034236010220634834
0.0001,64,24,1151,2.8400071217468708,2.0337511386265446,0.03832702579983011,2.553143841909483,1.8259432815561634,0.034171417552665624
